Age Range,RemoteWork,EdLevel,YearsCode,DevType,OrgSize,Country,ICorPM,WorkExp,Industry,TotalComp
50,Remote,Masters,20,"Developer, full-stack",1,Chile,,0,Other,60000
20,Hybrid,Associates,10,"Developer, back-end",500 to 999,United States of America,Individual contributor,2,Other,57000
30,Hybrid,Bachelors,11,"Developer, embedded applications or devices",25,United States of America,,0,Other,145000
40,Remote,Bachelors,17,"Developer, full-stack",2500,United States of America,,0,Other,192000
40,Remote,Bachelors,22,"Developer, full-stack",2500,United States of America,Individual contributor,22,Government,123000
50,Remote,Some college,40,"Engineer, site reliability",500 to 999,Argentina,Individual contributor,30,Fintech,80000
40,Hybrid,Professional degree,22,Academic researcher,2500,United States of America,People manager,22,Higher Education,90000
30,Remote,Bachelors,20,"Developer, full-stack",2500,United States of America,Individual contributor,17,Transportation or Supply Chain,195000
30,Remote,Bachelors,13,"Developer, back-end",10000,United States of America,Individual contributor,7,Other,132400
40,Hybrid,Some college,20,"Developer, desktop or enterprise applications",10000,United States of America,Individual contributor,14,Internet Telecomm or Information Services,210000
30,Remote,Bachelors,20,"Developer, full-stack",50,United States of America,Individual contributor,15,Higher Education,85000
60,In-person,Bachelors,41,"Developer, full-stack",50,United States of America,,0,Other,100000
40,Remote,Some college,22,"Developer, full-stack",5,United States of America,Individual contributor,20,Other,400000
40,Hybrid,Bachelors,11,"Developer, full-stack",50,United States of America,Individual contributor,11,Internet Telecomm or Information Services,130000
30,Remote,Bachelors,14,Other,25,United States of America,Individual contributor,11,Insurance,114000
50,Hybrid,Bachelors,32,"Developer, desktop or enterprise applications",15,United States of America,Individual contributor,22,Manufacturing,105000
30,Hybrid,Masters,6,"Developer, full-stack",10000,United States of America,Individual contributor,3,Transportation or Supply Chain,98000
40,Remote,Bachelors,11,"Developer, back-end",500 to 999,United States of America,Individual contributor,8,Healthcare,150000
50,Remote,Bachelors,34,DevOps specialist,7500,United States of America,Individual contributor,15,Healthcare,142000
30,Remote,Masters,17,"Developer, full-stack",5,Mexico,,0,Other,120000
40,Remote,Bachelors,20,"Developer, full-stack",250,United States of America,Individual contributor,20,Software Development,175000
40,Remote,Bachelors,18,"Developer, full-stack",500 to 999,United States of America,Individual contributor,16,Retail and Consumer Services,145000
20,Hybrid,Some college,4,"Developer, back-end",7500,Russian Federation,Individual contributor,1,Retail and Consumer Services,25000
40,Hybrid,Bachelors,23,Product manager,50,United States of America,Individual contributor,18,Transportation or Supply Chain,105000
30,Remote,Masters,15,"Developer, front-end",250,Ukraine,People manager,12,Software Development,72000
40,Remote,Bachelors,18,"Developer, back-end",50,Canada,Individual contributor,10,Software Development,100000
30,Hybrid,Bachelors,16,"Developer, full-stack",10000,United States of America,Individual contributor,13,Manufacturing,95000
40,Hybrid,Bachelors,23,"Developer, embedded applications or devices",50,United States of America,Individual contributor,17,Other,145000
60,Remote,Bachelors,40,"Developer, back-end",250,United States of America,,0,Other,145000
20,Remote,Bachelors,6,"Developer, back-end",2500,United States of America,Individual contributor,2,Software Development,110000
40,Remote,Masters,23,"Developer, desktop or enterprise applications",2500,United States of America,Individual contributor,15,Manufacturing,145000
30,Hybrid,Masters,20,Data scientist or machine learning specialist,10000,United States of America,Individual contributor,10,Other,140000
30,Hybrid,Masters,9,"Developer, back-end",10000,United States of America,Individual contributor,3,Internet Telecomm or Information Services,90000
40,Remote,Masters,27,"Developer, back-end",250,United States of America,Individual contributor,15,Software Development,200000
30,Hybrid,Secondary school,13,Other,10000,Czech Republic,Individual contributor,10,Software Development,31380
40,Hybrid,Bachelors,7,"Developer, full-stack",250,United States of America,,0,Other,150000
40,Hybrid,Bachelors,25,"Developer, full-stack",2500,United States of America,,0,Other,130000
30,Remote,Bachelors,9,"Developer, full-stack",250,United States of America,Individual contributor,9,Retail and Consumer Services,156000
40,Remote,Secondary school,29,"Developer, full-stack",50,United States of America,,0,Other,145000
30,In-person,Bachelors,12,"Developer, full-stack",50,United States of America,Individual contributor,3,Higher Education,60000
60,Remote,Masters,25,"Developer, mobile",1,United States of America,,0,Other,186000
30,Remote,Masters,8,Data engineer,1,United States of America,,0,Other,12000
30,Remote,Masters,8,"Developer, back-end",1,United States of America,,0,Other,180000
30,Hybrid,Bachelors,12,"Developer, full-stack",250,United States of America,Individual contributor,5,Retail and Consumer Services,116000
30,Remote,Bachelors,12,"Developer, back-end",250,United States of America,Individual contributor,6,Insurance,159000
30,Remote,Masters,8,"Developer, full-stack",500 to 999,United States of America,Individual contributor,8,Higher Education,50000
50,Remote,Masters,5,Data engineer,15,Colombia,Individual contributor,15,Fintech,30000
50,Remote,Bachelors,24,"Developer, full-stack",500 to 999,United States of America,Individual contributor,20,Transportation or Supply Chain,175000
50,Remote,Masters,45,Cloud infrastructure engineer,2500,United States of America,Individual contributor,26,Internet Telecomm or Information Services,115000
30,Remote,Bachelors,15,"Developer, full-stack",10000,United States of America,Individual contributor,11,Higher Education,135000
30,Hybrid,Masters,10,Research & Development role,250,United States of America,People manager,8,Other,185000
40,Remote,Bachelors,23,"Developer, full-stack",5,United States of America,Individual contributor,18,Software Development,200000
30,In-person,Bachelors,8,"Developer, back-end",2500,United States of America,,0,Other,92000
30,Remote,Bachelors,3,"Developer, back-end",15,United States of America,Individual contributor,13,Software Development,110000
40,Remote,Professional degree,17,Scientist,7500,United States of America,Individual contributor,11,Government,125000
40,Remote,Bachelors,12,"Developer, full-stack",7500,United States of America,Individual contributor,11,Software Development,90000
20,Hybrid,Bachelors,9,"Developer, full-stack",10000,United States of America,Individual contributor,3,Government,85000
30,Remote,Bachelors,10,"Developer, mobile",5,Canada,People manager,6,Software Development,120000
60,Remote,Bachelors,10,Cloud infrastructure engineer,2500,United States of America,Individual contributor,40,Software Development,165000
30,Remote,Bachelors,12,"Developer, full-stack",250,United States of America,Individual contributor,7,Retail and Consumer Services,90000
40,Remote,Bachelors,10,"Developer, full-stack",500 to 999,United States of America,Individual contributor,18,Banking or Financial Services,80000
40,Remote,Bachelors,17,"Developer, full-stack",250,United States of America,Individual contributor,13,Other,135000
50,Remote,Some college,40,Other,250,United States of America,,0,Other,120000
60,Hybrid,Masters,10,"Developer, full-stack",5,United States of America,Individual contributor,33,Healthcare,120000
60,Remote,Masters,20,"Developer, full-stack",250,United States of America,Individual contributor,20,Fintech,186000
30,Remote,Bachelors,8,"Developer, full-stack",15,United States of America,Individual contributor,5,Fintech,70000
30,Hybrid,Masters,15,Hardware Engineer,250,United States of America,,0,Other,250000
40,In-person,Associates,11,"Developer, front-end",250,United States of America,Individual contributor,7,Manufacturing,64000
30,Hybrid,Associates,22,"Developer, desktop or enterprise applications",50,United States of America,Individual contributor,18,Software Development,120000
50,Hybrid,Bachelors,4,Data scientist or machine learning specialist,10000,United States of America,Individual contributor,31,Transportation or Supply Chain,100000
60,Hybrid,Masters,35,"Developer, full-stack",25,United States of America,Individual contributor,25,Other,125000
30,Hybrid,Masters,8,"Developer, full-stack",10000,United States of America,,0,Other,70000
40,Hybrid,Some college,26,Other,10000,United States of America,,0,Other,170000
40,Hybrid,Masters,8,Cloud infrastructure engineer,2500,United States of America,,0,Other,170000
30,Remote,Bachelors,21,"Developer, back-end",250,United States of America,People manager,18,Other,305000
50,Hybrid,Masters,25,Academic researcher,250,United States of America,People manager,24,Other,140000
20,Hybrid,Bachelors,10,"Developer, back-end",10000,United States of America,,0,Other,110000
30,Remote,Bachelors,7,"Developer, back-end",5,"Venezuela, Bolivarian Republic of...",Individual contributor,2,Software Development,6000
30,Remote,Masters,12,"Developer, full-stack",250,United States of America,Individual contributor,9,Healthcare,160000
30,Remote,Masters,5,"Developer, full-stack",5,United States of America,People manager,8,Retail and Consumer Services,140000
20,Remote,Bachelors,8,Data engineer,500 to 999,United States of America,,0,Other,204000
40,Remote,Bachelors,18,Other,10000,United States of America,Individual contributor,14,Banking or Financial Services,200000
30,Hybrid,Bachelors,13,"Developer, back-end",10000,United States of America,Individual contributor,9,Transportation or Supply Chain,180000
40,Remote,Bachelors,26,"Developer, full-stack",15,United States of America,Individual contributor,18,Software Development,200000
40,Remote,Bachelors,15,"Developer, game or graphics",50,United States of America,Individual contributor,14,Software Development,332712
50,Hybrid,Bachelors,40,DevOps specialist,2500,United States of America,Individual contributor,35,Government,170000
30,Hybrid,Bachelors,12,"Developer, embedded applications or devices",50,United States of America,,0,Other,116000
30,Remote,Bachelors,9,Cloud infrastructure engineer,500 to 999,United States of America,Individual contributor,2,Government,86000
40,Hybrid,Bachelors,25,DevOps specialist,250,United States of America,,0,Other,128000
40,Hybrid,Bachelors,25,Engineering manager,15,United States of America,People manager,12,Software Development,152000
30,In-person,Masters,19,"Developer, embedded applications or devices",10000,United States of America,Individual contributor,5,Other,125000
30,Hybrid,Professional degree,15,Data scientist or machine learning specialist,250,United States of America,Individual contributor,7,Software Development,118000
20,Remote,Bachelors,9,"Developer, desktop or enterprise applications",15,United States of America,,0,Other,80000
